id,cardId
3813,bw9-37
3814,bw3-34
3815,dp5-32
3816,base2-29
3817,basep-35
3818,sm7-37
3819,swsh3-34
3820,bw4-43
3821,gym1-39
3822,xy5-39
3823,dp1-39
3824,g1-27
3825,dp2-32
3826,base1-39
3827,dp7-30
3828,np-30
3829,xy12-31
3830,hgss1-43
3831,sm35-30
3832,swshp-SWSH030
3833,ecard3-4
3834,hgss3-36
3835,ecard2-11
3836,ex14-36
3837,xy11-40
3838,ex16-31
3839,dpp-DP37
3840,ex15-28
3841,pl3-36
3842,sm11-32
3843,base6-33
3844,bw8-38
3845,xy2-44
3846,sm8-38
3847,sm4-29
3848,swsh1-39
3849,hgss4-41
3850,sm3-35
3851,swsh2-32
3852,neo2-30
3853,bwp-BW27
3854,dc1-29
3855,xyp-XY29
3856,ex5-31
3857,gym2-41
3858,sm1-37
3859,xy2-45
3860,col1-39
3861,xy1-38
3862,xy0-31
3863,xy10-38
3864,ex5-32
3865,xy3-29
3866,xy9-31
3867,bw5-32
3868,neo4-38
3869,sm75-38
3870,base5-36
3871,pl1-39
3872,xy7-39
3873,hgss4-42
3874,ex9-40
3875,np-31
3876,basep-36
3877,dp1-40
3878,base4-38
3879,sm4-30
3880,dp4-34
3881,mcd11-1
3882,xy8-33
3883,bw2-32
3884,ex6-35
3885,neo2-31
3886,swsh2-33
3887,neo3-34
3888,hgss2-38
3889,xy12-32
3890,bw1-36
3891,swsh35-41
3892,swsh3-35
3893,bw8-39
3894,base2-30
3895,dp2-33
3896,hgss3-37
3897,sm115-40
3898,bw10-43
3899,sma-SV32
3900,smp-SM30a
3901,sm2-38
3902,ex3-39
3903,dp6-33
3904,ex14-37
3905,sm11-33
3906,dp5-33
3907,ecard2-12
3908,swsh1-40
3909,hgss1-44
3910,ex7-37
3911,pl2-35
3912,gym1-40
3913,ecard3-5
3914,ex13-38
3915,sm9-40
3916,pl4-41
3917,ex12-42
3918,ex10-37
3919,bw7-41
3920,bw3-35
3921,bw9-38
3922,base1-40
3923,swsh4-36
3924,xy11-41
3925,dp7-31
3926,base6-34
3927,dpp-DP38
3928,gym2-42
3929,neo1-34
3930,sm7-38
3931,dc1-30
3932,base3-41
3933,sm5-38
3934,sm6-34
3935,ex4-40
3936,swshp-SWSH031
3937,swshp-SWSH032
3938,sm12-42
3939,dc1-31
3940,ex15-29
3941,hgss2-39
3942,hgss3-38
3943,base5-37
3944,ex1-29
3945,xy2-46
3946,ex11-38
3947,bw11-43
3948,sm5-39
3949,ex12-43
3950,smp-SM31
3951,ex13-39
3952,pl3-37
3953,dp4-35
3954,ex7-38
3955,sm8-39
3956,dp3-43
3957,xy10-39
3958,neo3-35
3959,gym2-43
3960,bwp-BW28
3961,bw1-37
3962,sma-SV33
3963,bw6-42
3964,ex16-32
3965,base1-41
3966,xy12-33
3967,sm10-31
3968,sm115-41
3969,dp2-34
3970,dp6-34
3971,ex2-32
3972,ex9-41
3973,dp7-32
3974,bw5-33
3975,xy9-32
3976,bw8-40
3977,bw4-44
3978,dp5-34
3979,dp1-41
3980,sm35-31
3981,neo1-35
3982,swsh4-37
3983,xy1-39
3984,sm7-39
3985,bw9-39
3986,col1-40
3987,sm11-34
3988,sm2-39
3989,xy4-35
3990,xy6-37
3991,swsh2-34
3992,swsh1-41
3993,dpp-DP39
3994,ex6-36
3995,bw2-33
3996,basep-37
3997,ex10-38
3998,np-32
3999,bw7-42
4000,ecard3-6
4001,xy11-42
4002,sm6-35
4003,swsh35-42
4004,ex5-33
4005,bw3-36
4006,hgss1-45
4007,pl1-40
4008,sm3-36
4009,g1-28
4010,ecard1-31
4011,base4-39
4012,xy0-32
4013,xy7-40
4014,xy8-34
4015,neo4-39
4016,bw10-44
4017,base3-42
4018,sm4-31
4019,ex8-39
4020,sm9-41
4021,xyp-XY30
4022,ex4-41
4023,hgss4-43
4024,base2-31
4025,base6-35
4026,ecard2-13
4027,xy5-40
4028,mcd11-2
4029,pl4-42
4030,ecard3-7
4031,swsh3-36
4032,xy4-36
4033,base5-38
4034,xy6-38
4035,sm9-42
4036,gym2-44
4037,xy8-35
4038,sm1-38
4039,ex16-33
4040,bw11-44
4041,bw8-41
4042,pl2-36
4043,ex7-39
4044,base4-40
4045,g1-28a
4046,sm6-36
4047,swsh35-43
4048,bw10-45
4049,bwp-BW29
4050,xy11-43
4051,hgss3-39
4052,sm12-43
4053,dp1-42
4054,bw4-45
4055,sm4-32
4056,xy7-41
4057,pl1-41
4058,swshp-SWSH033
4059,xy5-41
4060,ex11-39
4061,swsh1-42
4062,bw6-43
4063,base1-42
4064,hgss4-44
4065,dp2-35
4066,swsh2-35
4067,sm35-32
4068,sm7-40
4069,ex4-42
4070,pl3-38
4071,ex6-37
4072,ex14-38
4073,bw5-34
4074,xy3-30
4075,bw9-40
4076,bw3-37
4077,dpp-DP40
4078,basep-38
4079,ex5-34
4080,dp7-33
4081,ex13-40
4082,xy1-40
4083,sm8-40
4084,sm3-37
4085,ex15-30
4086,bw1-38
4087,ex1-30
4088,ex8-40
4089,xy0-33
4090,sm10-32
4091,dp5-35
4092,ex12-44
4093,hgss2-40
4094,neo2-32
4095,np-33
4096,col1-41
4097,dp3-44
4098,sm115-42
4099,sm2-40
4100,mcd11-3
4101,pl4-43
4102,hgss1-46
4103,ex9-42
4104,xy12-34
4105,xy2-47
4106,ex3-40
4107,ecard1-32
4108,base6-36
4109,sma-SV34
4110,dc1-32
4111,sm75-39
4112,gym1-41
4113,ex2-33
4114,xy10-40
4115,sm11-35
4116,ecard2-14
4117,xy9-33
4118,dp6-35
4119,dp4-36
4120,bw7-43
4121,base3-43
4122,neo1-36
4123,bw2-34
4124,neo3-36
4125,neo4-40
4126,ex10-39
4127,xyp-XY31
4128,base2-32
4129,sm75-40
4130,xy5-42
4131,dp3-45
4132,bw3-38
4133,smp-SM32
4134,ex4-43
4135,bw9-41
4136,ex11-40
4137,bw5-35
4138,hgss3-40
4139,bw7-44
4140,np-34
4141,base6-37
4142,ex10-40
4143,sma-SV35
4144,ex15-31
4145,gym1-42
4146,ecard1-33
4147,sm9-43
4148,xy1-41
4149,xy4-37
4150,xy10-41
4151,xy7-42
4152,bwp-BW30
4153,ex13-41
4154,dp2-36
4155,ecard3-8
4156,ex14-39
4157,hgss2-41
4158,ex3-41
4159,sm7-41
4160,dp1-43
4161,sm11-36
4162,ex12-45
4163,base2-33
4164,xy11-44
4165,swsh2-36
4166,ex8-41
4167,neo2-33
4168,bw8-42
4169,sm6-37
4170,sm8-41
4171,base1-43
4172,dpp-DP41
4173,swshp-SWSH034
4174,sm4-33
4175,swsh4-38
4176,bw11-45
4177,neo4-41
4178,swsh35-44
4179,pl1-42
4180,xy8-36
4181,ex2-34
4182,ex6-38
4183,sm1-39
4184,dp5-36
4185,swsh1-43
4186,dp6-36
4187,bw4-46
4188,ex16-34
4189,xy2-48
4190,base3-44
4191,hgss1-47
4192,neo1-37
4193,xy12-35
4194,g1-29
4195,neo3-37
4196,sm115-43
4197,ex1-31
4198,bw10-46
4199,sm5-40
4200,ecard2-15
4201,sm10-33
4202,ex9-43
4203,dc1-33
4204,xy0-34
4205,xy3-31
4206,bw1-39
4207,sm35-33
4208,xy9-34
4209,sm3-38
4210,pl3-39
4211,basep-39
4212,sm2-41
4213,pl2-37
4214,bw2-35
4215,mcd11-4
4216,dp7-34
4217,swsh3-37
4218,gym2-45
4219,base4-41
4220,ex5-35
4221,col1-42
4222,sm12-44
4223,xy6-39
4224,ex7-40
4225,base5-39
4226,ex15-32
4227,pl4-44
4228,bw7-45
4229,ex9-44
4230,sm115-44
4231,xy3-32
4232,hgss3-41
4233,bw8-43
4234,xy5-43
4235,sm8-42
4236,dp4-37
4237,xy12-36
4238,dpp-DP42
4239,ex5-36
4240,ex8-42
4241,dp6-37
4242,swsh3-38
4243,ex12-46
4244,ecard3-9
4245,xy9-35
4246,hgss4-45
4247,pl2-38
4248,col1-43
4249,xyp-XY32
4250,xy0-35
4251,bw6-44
4252,neo1-38
4253,ex2-35
4254,ex1-32
4255,dp3-46
4256,xy8-37
4257,g1-30
4258,sma-SV36
4259,swsh4-39
4260,sm12-45
4261,xy1-42
4262,base2-34
4263,bw3-39
4264,bwp-BW31
4265,ex7-41
4266,sm7-42
4267,sm10-34
4268,base3-45
4269,sm5-41
4270,sm4-34
4271,basep-40
4272,mcd11-5
4273,xy4-38
4274,gym2-46
4275,bw10-47
4276,hgss1-48
4277,ecard2-16
4278,ex11-41
4279,dp1-44
4280,base1-44
4281,bw1-40
4282,sm6-38
4283,bw2-36
4284,sm75-40a
4285,ex13-42
4286,np-35
4287,neo4-42
4288,ex16-35
4289,neo3-38
4290,ex6-39
4291,neo2-34
4292,hgss2-42
4293,xy10-42
4294,sm11-37
4295,dc1-34
4296,base4-42
4297,sm3-39
4298,ex4-44
4299,bw4-47
4300,ex10-41
4301,sm9-44
4302,dp2-37
4303,pl3-40
4304,xy6-40
4305,base5-40
4306,bw9-42
4307,ecard1-34
4308,ex3-42
4309,swsh35-45
4310,bw11-46
4311,sm35-34
4312,swsh2-37
4313,sm1-40
4314,xy2-49
4315,xy11-45
4316,pl1-43
4317,smp-SM33
4318,ex14-40
4319,xy7-43
4320,sm2-42
4321,bw5-36
4322,swshp-SWSH035
4323,base6-38
4324,dp5-37
4325,swsh1-44
4326,swsh3-39
4327,g1-31
4328,bw11-47
4329,ex12-47
4330,sm12-46
4331,ex9-45
4332,ex3-43
4333,sma-SV37
4334,base5-41
4335,swsh1-45
4336,sm8-43
4337,smp-SM34
4338,sm35-35
4339,ecard1-35
4340,dp5-38
4341,neo1-39
4342,ex6-40
4343,base6-39
4344,bw9-43
4345,xy12-37
4346,dp1-45
4347,xy11-46
4348,ex7-42
4349,ex2-36
4350,hgss1-49
4351,xy1-43
4352,ex16-36
4353,hgss4-46
4354,neo2-35
4355,xyp-XY33
4356,ex10-42
4357,sm3-39a
4358,ex15-33
4359,sm115-45
4360,dp6-38
4361,bw4-48
4362,xy7-44
4363,dp7-35
4364,ex4-45
4365,xy2-50
4366,base1-45
4367,sm10-35
4368,np-36
4369,sm2-43
4370,neo3-39
4371,bw10-48
4372,mcd11-6
4373,ex14-41
4374,swsh2-38
4375,swsh35-46
4376,hgss2-43
4377,sm6-39
4378,bw8-44
4379,sm7-43
4380,bw7-46
4381,swshp-SWSH036
4382,bw2-37
4383,xy0-36
4384,ex1-33
4385,bw6-45
4386,sm75-41
4387,xy10-43
4388,dp3-47
4389,base4-43
4390,ex11-42
4391,xy9-36
4392,hgss3-42
4393,sm4-35
4394,xy5-44
4395,xy4-39
4396,sm5-42
4397,pl4-45
4398,gym1-43
4399,pl2-39
4400,sm9-45
4401,bw1-41
4402,dp2-38
4403,sm11-38
4404,base2-35
4405,dp4-38
4406,xy3-33
4407,base3-46
4408,pl1-44
4409,bw5-37
4410,ex5-37
4411,dpp-DP43
4412,ex8-43
4413,gym2-47
4414,bw3-40
4415,neo4-43
4416,col1-44
4417,xy6-41
4418,sm1-41
4419,ex13-43
4420,ecard2-17
4421,swsh4-40
4422,xy8-38
4423,ecard3-10
4424,basep-41
4425,bwp-BW32
4426,ex7-43
4427,bw7-47
4428,xy0-37
4429,ex2-37
4430,neo3-40
4431,ecard1-36
4432,swsh4-41
4433,swshp-SWSH037
4434,hgss3-43
4435,ex3-44
4436,sm7-44
4437,swsh3-40
4438,sm10-36
4439,bw5-38
4440,ex4-46
4441,xy2-51
4442,bw6-46
4443,xy1-44
4444,pl1-45
4445,gym2-48
4446,base2-36
4447,bw1-42
4448,swsh35-47
4449,bw11-48
4450,ex5-38
4451,ex6-41
4452,bwp-BW33
4453,dp4-39
4454,xy3-34
4455,g1-32
4456,mcd11-7
4457,bw4-49
4458,neo2-36
4459,dpp-DP44
4460,sm9-46
4461,base1-46
4462,ex14-42
4463,ex16-37
4464,dp1-46
4465,dp3-48
4466,neo1-40
4467,dp7-36
4468,hgss4-47
4469,ex1-34
4470,base6-40
4471,pl4-46
4472,ex13-44
4473,ecard2-18
4474,base3-47
4475,sm35-36
4476,xy5-45
4477,xy6-42
4478,ecard3-11
4479,ex12-48
4480,dp6-39
4481,bw10-49
4482,ex11-43
4483,sm1-42
4484,sm75-42
4485,xy8-39
4486,sma-SV38
4487,xy11-47
4488,sm3-40
4489,sm5-43
4490,smp-SM35
4491,bw3-41
4492,base5-42
4493,ex9-46
4494,neo4-44
4495,basep-42
4496,xy12-38
4497,swsh1-46
4498,np-37
4499,base4-44
4500,sm4-36
4501,ex8-44
4502,sm2-44
4503,sm6-40
4504,dp2-39
4505,hgss1-50
4506,dp5-39
4507,sm8-44
4508,gym1-44
4509,col1-45
4510,bw2-38
4511,xy7-45
4512,swsh2-39
4513,pl2-40
4514,xyp-XY34
4515,hgss2-44
4516,bw9-44
4517,sm11-39
4518,xy4-40
4519,xy10-43a
4520,ex10-43
4521,ex15-34
4522,sm115-46
4523,bw8-45
4524,xy9-37
4525,sm12-47
4526,xy11-48
4527,sm10-37
4528,sm4-37
4529,np-38
4530,sm7-45
4531,gym2-49
4532,base1-47
4533,bwp-BW34
4534,pl3-41
4535,xy8-40
4536,dp6-40
4537,gym1-45
4538,sm8-45
4539,base2-37
4540,ex5-39
4541,base5-43
4542,bw3-42
4543,sm75-43
4544,col1-46
4545,swsh4-42
4546,neo3-41
4547,ex15-35
4548,neo4-45
4549,ex11-44
4550,ecard3-12
4551,smp-SM36
4552,dp3-49
4553,base3-48
4554,dp2-40
4555,hgss3-44
4556,ecard1-37
4557,ex16-38
4558,xy4-41
4559,pl2-41
4560,sm35-37
4561,bw1-43
4562,sm9-47
4563,bw10-50
4564,ex6-42
4565,base6-41
4566,ex1-35
4567,dp7-37
4568,swsh3-41
4569,neo2-37
4570,xy5-46
4571,xy12-39
4572,sm5-44
4573,hgss1-51
4574,bw5-39
4575,xy7-46
4576,bw9-45
4577,sm3-41
4578,sm6-41
4579,ex4-47
4580,swsh35-48
4581,dp1-47
4582,sm2-45
4583,hgss4-48
4584,mcd11-8
4585,bw2-39
4586,xy9-38
4587,swsh2-40
4588,bw11-49
4589,ex7-44
4590,dp4-40
4591,ex12-49
4592,xy0-38
4593,basep-43
4594,pl1-46
4595,xyp-XY35
4596,ex14-43
4597,sma-SV39
4598,xy2-52
4599,ex9-47
4600,ex10-44
4601,swshp-SWSH038
4602,sm1-43
4603,xy1-45
4604,bw8-46
4605,ecard2-19
4606,xy10-44
4607,dp5-40
4608,ex2-38
4609,pl4-47
4610,base4-45
4611,ex13-45
4612,bw7-48
4613,ex8-45
4614,sm11-40
4615,xy6-43
4616,swsh1-47
4617,sm115-47
4618,ex3-45
4619,bw4-50
4620,neo1-41
4621,xy3-35
4622,hgss2-45
4623,g1-33
4624,dpp-DP45
4625,sm12-48
4626,neo1-42
4627,ex1-36
4628,ex8-46
4629,mcd11-9
4630,dp7-38
4631,ex4-48
4632,col1-47
4633,bw8-47
4634,dp4-41
4635,ecard3-13
4636,bwp-BW35
4637,sm8-46
4638,ecard1-38
4639,pl1-47
4640,dpp-DP46
4641,ex11-45
4642,base5-44
4643,hgss4-49
4644,bw5-40
4645,swsh3-42
4646,xy5-47
4647,xy10-45
4648,bw11-50
4649,basep-44
4650,ex16-39
4651,sm75-44
4652,ex10-45
4653,g1-34
4654,base4-46
4655,sm10-38
4656,sm7-46
4657,sma-SV40
4658,dp3-50
4659,ex15-36
4660,ex2-39
4661,hgss2-46
4662,ex5-40
4663,sm6-42
4664,pl4-48
4665,xy9-39
4666,swsh35-49
4667,sm1-44
4668,base3-49
4669,hgss3-45
4670,bw10-51
4671,bw2-40
4672,bw1-44
4673,bw7-49
4674,sm11-41
4675,xy1-46
4676,xy11-49
4677,ex9-48
4678,ex7-45
4679,sm5-45
4680,xy12-40
4681,ecard2-20
4682,ex13-46
4683,smp-SM37
4684,neo2-38
4685,swsh2-41
4686,xy6-44
4687,xy3-36
4688,ex6-43
4689,dp2-41
4690,bw3-43
4691,xy0-39
4692,swsh4-43
4693,gym2-50
4694,gym1-46
4695,pl2-42
4696,sm3-42
4697,dp5-41
4698,base2-38
4699,xy8-41
4700,sm4-38
4701,neo3-42
4702,bw4-51
4703,ex14-44
4704,swshp-SWSH039
4705,sm115-48
4706,ex12-50
4707,bw9-46
4708,swsh1-48
4709,xyp-XY36
4710,sm35-38
4711,neo4-46
4712,xy2-53
4713,np-39
4714,dp1-48
4715,bw6-47
4716,base6-42
4717,hgss1-52
4718,dp6-41
4719,xy7-47
4720,pl3-42
4721,base1-48
4722,sm12-49
4723,sm9-48
4724,sm2-46
4725,xy4-42
4726,sm9-49
4727,sm10-39
4728,hgss4-50
4729,np-40
4730,dp2-42
4731,sm4-39
4732,sm12-50
4733,ex7-46
4734,base3-50
4735,ex1-37
4736,bw1-45
4737,sma-SV41
4738,bw4-52
4739,ex12-51
4740,gym2-51
4741,sm2-47
4742,neo4-47
4743,swsh3-43
4744,bw8-48
4745,sm6-43
4746,swsh2-42
4747,sm5-46
4748,xy1-47
4749,xyp-XY37
4750,ex4-49
4751,swsh35-50
4752,sm7-47
4753,base6-43
4754,base2-39
4755,ex5-41
4756,ex2-40
4757,base5-45
4758,bw10-52
4759,dpp-DP47
4760,sm8-47
4761,sm11-42
4762,xy5-48
4763,sm75-45
4764,xy11-50
4765,base4-47
4766,bw7-50
4767,hgss3-46
4768,dp1-49
4769,swshp-SWSH040
4770,pl1-48
4771,xy7-48
4772,ecard1-39
4773,xy6-45
4774,pl2-43
4775,bw2-41
4776,dp4-42
4777,neo2-39
4778,dp6-42
4779,swsh1-49
4780,dp3-51
4781,xy8-42
4782,xy3-37
4783,xy10-46
4784,bw5-41
4785,dp7-39
4786,col1-48
4787,gym1-47
4788,ecard3-14
4789,dp5-42
4790,bw11-51
4791,xy2-54
4792,sm3-43
4793,hgss2-47
4794,ex13-47
4795,basep-45
4796,ex16-40
4797,swsh4-44
4798,xy9-40
4799,ex3-46
4800,hgss1-53
4801,sm115-49
4802,bw3-44
4803,neo1-43
4804,ex11-46
4805,pl4-49
4806,bw9-47
4807,ecard2-21
4808,ex9-49
4809,xy12-41
4810,xy4-43
4811,bwp-BW36
4812,ex8-47
4813,ex6-44
4814,ex10-46
4815,smp-SM38
4816,base1-49
4817,sm1-45
4818,mcd11-10
4819,pl3-43
4820,g1-35
4821,ex15-37
4822,neo3-43
4823,sm6-44
4824,pl2-44
4825,pl1-49
4826,xy9-41
4827,bw6-48
4828,bw1-46
4829,gym2-52
4830,bw3-45
4831,swsh1-50
4832,dpp-DP48
4833,neo1-44
4834,xy4-44
4835,ecard1-40
4836,sm10-40
4837,ex10-47
4838,xyp-XY38
4839,hgss4-51
4840,ex9-50
4841,pl4-50
4842,dp3-52
4843,ex1-38
4844,bw8-49
4845,ecard2-22
4846,base5-46
4847,sm4-40
4848,g1-36
4849,base1-50
4850,base3-51
4851,sm11-43
4852,sm9-50
4853,ex14-45
4854,bw10-53
4855,sm2-48
4856,sm7-48
4857,col1-49
4858,dp6-43
4859,xy10-47
4860,basep-46
4861,ecard3-15
4862,ex8-48
4863,bw9-48
4864,bw11-52
4865,swsh2-43
4866,xy3-38
4867,bw4-53
4868,ex12-52
4869,bwp-BW37
4870,dp2-43
4871,sm35-39
4872,swsh4-45
4873,ex2-41
4874,ex16-41
4875,ex3-47
4876,ex7-47
4877,dp4-43
4878,neo3-44
4879,bw2-42
4880,dp5-43
4881,smp-SM39
4882,ex15-38
4883,ex11-47
4884,swshp-SWSH041
4885,hgss3-47
4886,dp7-40
4887,bw7-51
4888,xy12-42
4889,neo2-40
4890,sm5-47
4891,sm75-46
4892,sma-SV42
4893,xy1-48
4894,ex4-50
4895,dp1-50
4896,xy7-49
4897,gym1-48
4898,neo4-48
4899,ex13-48
4900,swsh35-51
4901,base6-44
4902,sm3-44
4903,base4-48
4904,sm115-50
4905,swsh3-44
4906,xy6-46
4907,hgss1-54
4908,ex5-42
4909,sm12-51
4910,base2-40
4911,xy8-43
4912,xy5-49
4913,ex6-45
4914,xy11-51
4915,mcd11-11
4916,pl3-44
4917,bw5-42
4918,xy2-55
4919,hgss2-48
4920,sm1-46
4921,xy1-49
4922,bw10-54
4923,swsh4-46
4924,xy5-50
4925,sm1-47
4926,ex2-42
4927,bw6-49
4928,dp3-53
4929,bw8-50
4930,pl4-51
4931,xy9-42
4932,dp6-44
4933,sm8-48
4934,smp-SM40
4935,mcd11-12
4936,ex13-49
4937,xy7-50
4938,xyp-XY39
4939,pl2-45
4940,g1-37
4941,sma-SV43
4942,sm35-40
4943,sm12-52
4944,sm2-49
4945,bw2-43
4946,ex10-48
4947,sm4-41
4948,xy2-56
4949,swsh1-51
4950,xy8-44
4951,xy4-45
4952,ex11-48
4953,base6-45
4954,dpp-DP49
4955,sm11-44
4956,sm6-45
4957,xy10-48
4958,base1-51
4959,hgss2-49
4960,swsh35-52
4961,basep-47
4962,ex16-42
4963,base2-41
4964,bw11-53
4965,bw3-46
4966,base4-49
4967,ecard3-16
4968,gym2-53
4969,bwp-BW38
4970,xy3-39
4971,neo1-45
4972,dp5-44
4973,ecard2-23
4974,sm3-45
4975,sm9-51
4976,bw9-49
4977,bw1-47
4978,neo3-45
4979,ex12-53
4980,sm7-49
4981,bw7-52
4982,hgss1-55
4983,ex5-43
4984,pl1-50
4985,ex6-46
4986,sm5-48
4987,xy12-43
4988,dp4-44
4989,sm75-47
4990,hgss3-48
4991,base3-52
4992,ex14-46
4993,dp7-41
4994,sm115-51
4995,neo4-49
4996,dp1-51
4997,pl3-45
4998,neo2-41
4999,col1-50
5000,dp2-44
5001,sm10-41
5002,ex15-39
5003,swsh2-44
5004,ex3-48
5005,swshp-SWSH042
5006,ex7-48
5007,xy11-52
5008,gym1-49
5009,ex1-39
5010,base5-47
5011,dp2-45
5012,bw3-47
5013,base5-48
5014,xy4-46
5015,swsh2-45
5016,bw4-54
5017,dpp-DP50
5018,ecard1-41
5019,xy2-57
5020,bw6-50
5021,swsh3-45
5022,xy5-51
5023,ex1-40
5024,sm1-48
5025,base6-46
5026,ex2-43
5027,bw8-51
5028,xy1-50
5029,ex8-49
5030,dp3-54
5031,ecard2-24
5032,xy9-43
5033,xyp-XY40
5034,ex16-43
5035,sm35-41
5036,neo3-46
5037,swsh4-47
5038,ecard3-17
5039,bw9-50
5040,sm5-49
5041,sm75-48
5042,sma-SV44
5043,xy10-49
5044,hgss4-52
5045,swsh1-52
5046,basep-48
5047,xy7-51
5048,ex10-49
5049,bw10-55
5050,sm115-52
5051,neo2-42
5052,xy3-40
5053,swshp-SWSH043
5054,sm9-52
5055,dp5-45
5056,bw11-54
5057,ex7-49
5058,dp7-42
5059,sm6-46
5060,ex12-54
5061,pl2-46
5062,col1-51
5063,xy8-45
5064,base4-50
5065,hgss3-49
5066,ex9-51
5067,pl4-52
5068,base2-42
5069,ex4-51
5070,hgss1-56
5071,sm4-42
5072,g1-38
5073,gym1-50
5074,neo4-50
5075,dp6-45
5076,bw5-43
5077,sm10-42
5078,xy6-47
5079,sm12-53
5080,swsh35-53
5081,pl1-51
5082,sm2-50
5083,ex14-47
5084,sm8-49
5085,neo1-46
5086,xy11-53
5087,bwp-BW39
5088,hgss2-50
5089,xy12-44
5090,dp1-52
5091,pl3-46
5092,ex11-49
5093,sm7-50
5094,ex3-49
5095,ex13-50
5096,base1-52
5097,bw7-53
5098,sm3-46
5099,sm11-45
5100,dp4-45
5101,smp-SM41
5102,xy1-51
5103,ecard2-25
5104,xy7-52
5105,xy12-45
5106,bw3-48
5107,bwp-BW40
5108,ex10-50
5109,base6-47
5110,neo4-51
5111,ex7-50
5112,ex3-50
5113,sm2-51
5114,g1-39
5115,ex4-52
5116,base1-53
5117,base2-43
5118,xy10-50
5119,swshp-SWSH044
5120,swsh35-54
5121,ecard3-18
5122,bw5-44
5123,basep-49
5124,ex16-44
5125,sm115-53
5126,sm7-51
5127,sm8-50
5128,pl3-47
5129,dp6-46
5130,hgss3-50
5131,xy6-48
5132,sm3-47
5133,xyp-XY41
5134,pl4-53
5135,ex8-50
5136,ex12-55
5137,ex11-50
5138,smp-SM42
5139,hgss2-51
5140,pl2-47
5141,ex9-52
5142,gym1-51
5143,xy3-41
5144,col1-52
5145,bw8-52
5146,dp4-46
5147,ecard1-42
5148,xy9-44
5149,bw9-51
5150,swsh4-48
5151,sm75-49
5152,neo2-43
5153,hgss1-57
5154,sm9-53
5155,dp2-46
5156,xy8-46
5157,swsh3-46
5158,sm5-50
5159,sm35-42
5160,xy11-54
5161,dp7-43
5162,ex15-40
5163,sm11-46
5164,base3-53
5165,ex14-48
5166,sm10-43
5167,dp1-53
5168,ex5-44
5169,gym2-54
5170,bw1-48
5171,xy4-47
5172,swsh2-46
5173,bw2-44
5174,bw4-55
5175,dp3-55
5176,sm4-43
5177,neo3-47
5178,pl1-52
5179,bw11-55
5180,dp5-46
5181,ex1-41
5182,sm12-54
5183,sma-SV45
5184,xy2-58
5185,ex13-51
5186,neo1-47
5187,ex6-47
5188,swsh1-53
5189,bw7-54
5190,xy5-52
5191,dpp-DP51
5192,ex2-44
5193,xy4-48
5194,hgss4-53
5195,dp2-47
5196,base4-51
5197,dp7-44
5198,bw9-52
5199,sm1-49
5200,base3-54
5201,neo2-44
5202,bw6-51
5203,bw10-56
5204,ex16-45
5205,xy6-49
5206,ex1-42
5207,ex10-51
5208,xy1-52
5209,bw1-49
5210,sm115-54
5211,xy11-55
5212,ex12-56
5213,pl2-48
5214,gym2-55
5215,sm10-44
5216,ex11-51
5217,col1-53
5218,sm9-54
5219,hgss1-58
5220,dp4-47
5221,swsh4-49
5222,sm11-47
5223,bw3-49
5224,dp3-56
5225,ex13-52
5226,dp6-47
5227,bw5-45
5228,xy7-53
5229,sm6-47
5230,ecard3-19
5231,xy12-46
5232,ex2-45
5233,smp-SM43
5234,ex14-49
5235,sma-SV46
5236,sm12-55
5237,swsh1-54
5238,ex9-53
5239,ecard1-43
5240,bw11-56
5241,base2-44
5242,bw7-55
5243,pl1-53
5244,swsh3-47
5245,ecard2-26
5246,pl4-54
5247,base1-54
5248,sm75-50
5249,ex6-48
5250,neo4-52
5251,hgss2-52
5252,hgss3-51
5253,xy9-45
5254,bw4-56
5255,sm7-52
5256,dpp-DP52
5257,dp5-47
5258,basep-50
5259,swsh2-47
5260,ex3-51
5261,ex15-41
5262,ex8-51
5263,xy5-53
5264,swsh35-55
5265,dp1-54
5266,xy8-47
5267,swshp-SWSH045
5268,bw2-45
5269,sm5-51
5270,xy2-59
5271,sm3-48
5272,base4-52
5273,xy2-60
5274,pl4-55
5275,bw10-57
5276,xy5-54
5277,sm9-55
5278,neo3-48
5279,bwp-BW41
5280,swsh35-56
5281,ex8-52
5282,dp3-57
5283,xyp-XY42
5284,xy9-46
5285,ex5-45
5286,sm8-51
5287,ex9-54
5288,ex6-49
5289,swsh2-48
5290,ex7-51
5291,swshp-SWSH046
5292,hgss3-52
5293,ex16-46
5294,sm1-50
5295,base3-55
5296,hgss2-53
5297,swsh4-50
5298,dp2-48
5299,sma-SV47
5300,ex15-42
5301,neo4-53
5302,xy8-48
5303,ex13-53
5304,ex14-50
5305,col1-54
5306,ex3-52
5307,smp-SM44
5308,ex1-43
5309,sm12-56
5310,bw11-57
5311,base6-48
5312,pl3-48
5313,hgss1-59
5314,xy4-49
5315,xy12-47
5316,xy6-50
5317,g1-40
5318,sm7-53
5319,dp7-45
5320,sm35-43
5321,base1-55
5322,sm11-48
5323,xy7-54
5324,bw9-53
5325,ex12-57
5326,sm5-52
5327,bw4-57
5328,ex4-53
5329,dp1-55
5330,gym2-56
5331,sm3-49
5332,dpp-DP53
5333,dp6-48
5334,neo2-45
5335,ex10-52
5336,base5-49
5337,ecard1-44
5338,base2-45
5339,xy3-42
5340,xy10-51
5341,xy1-53
